"Distance (cm)";"Crosscorrelation (a.u.)";"Normalized CC (a.u.)";"Crosscorrelation history 1 (a.u.)";"Normalized CC history 1 (a.u.)";"Crosscorrelation history 2 (a.u.)";"Normalized CC history 2 (a.u.)";"Crosscorrelation history 3 (a.u.)";"Normalized CC history 3 (a.u.)";"Crosscorrelation history 4 (a.u.)";"Normalized CC history 4 (a.u.)";"Crosscorrelation history 5 (a.u.)";"Normalized CC history 5 (a.u.)"
3.495625000E2;NaN;5.091720896E-3;5.096358141E-6;6.227440881E-1;NaN;4.182714328E-1;NaN;3.774617840E-2;7.826641163E-7;9.563681317E-2;3.650798673E-8;4.461054791E-3
3.499166667E2;NaN;5.102043693E-3;4.768251440E-6;5.838326866E-1;NaN;4.191194233E-1;NaN;3.782270383E-2;7.485214384E-7;9.165021765E-2;4.944931806E-8;6.054657262E-3
3.502708333E2;NaN;5.112376943E-3;4.451170256E-6;5.461125505E-1;NaN;4.199682726E-1;NaN;3.789930676E-2;6.874258863E-7;8.434004598E-2;7.748790303E-8;9.506964219E-3
3.506250000E2;NaN;5.122720647E-3;4.208768809E-6;5.174171595E-1;NaN;4.208179806E-1;NaN;3.797598718E-2;6.072524323E-7;7.465433310E-2;1.211134554E-7;1.488943273E-2
3.509791667E2;NaN;5.133074804E-3;4.066553107E-6;5.009439378E-1;NaN;4.216685473E-1;NaN;3.805274509E-2;5.160366410E-7;6.356868340E-2;1.789422119E-7;2.204324250E-2
3.513333333E2;NaN;5.143439415E-3;3.979287542E-6;4.911837998E-1;NaN;4.225199727E-1;NaN;3.812958050E-2;4.221536266E-7;5.210857980E-2;2.460545619E-7;3.037177219E-2
3.516875000E2;NaN;5.153814479E-3;3.853203725E-6;4.765800258E-1;NaN;4.233722568E-1;NaN;3.820649340E-2;3.342484042E-7;4.134121227E-2;3.137012871E-7;3.879986063E-2
3.520416667E2;NaN;5.164199997E-3;3.603803714E-6;4.466314132E-1;NaN;4.242253997E-1;NaN;3.828348379E-2;2.599224560E-7;3.221305683E-2;3.709703502E-7;4.597559272E-2
3.523958333E2;NaN;5.174595968E-3;3.210240641E-6;3.986567464E-1;NaN;4.250794013E-1;NaN;3.836055168E-2;2.037637374E-7;2.530395621E-2;4.080680654E-7;5.067504448E-2
3.527500000E2;NaN;5.185002393E-3;2.733294411E-6;3.401108276E-1;NaN;4.259342616E-1;NaN;3.843769707E-2;1.663889200E-7;2.070419969E-2;4.198781294E-7;5.224651158E-2
3.531041667E2;NaN;5.195419271E-3;2.287587582E-6;2.852222588E-1;NaN;4.267899807E-1;NaN;3.851491994E-2;1.456489822E-7;1.815988687E-2;4.081079266E-7;5.088393799E-2
3.534583333E2;NaN;5.205846603E-3;1.986528841E-6;2.481825973E-1;NaN;4.276465584E-1;NaN;3.859222032E-2;1.395012034E-7;1.742827502E-2;3.810127913E-7;4.760099234E-2
3.538125000E2;NaN;5.216284388E-3;1.890617647E-6;2.366737281E-1;NaN;4.285039949E-1;NaN;3.866959818E-2;1.488475696E-7;1.863322774E-2;3.507308303E-7;4.390563755E-2
3.541666667E2;NaN;5.226732626E-3;1.985072245E-6;2.489956072E-1;NaN;4.293622901E-1;NaN;3.874705354E-2;1.788052003E-7;2.242825647E-2;3.291242901E-7;4.128338534E-2
3.545208333E2;NaN;5.237191318E-3;2.195902469E-6;2.759920486E-1;NaN;4.302214441E-1;NaN;3.882458640E-2;2.375673837E-7;2.985866167E-2;3.236119272E-7;4.067317196E-2
3.548750000E2;NaN;5.247660464E-3;2.431222776E-6;3.061791173E-1;NaN;4.310814567E-1;NaN;3.890219674E-2;3.333869080E-7;4.198550221E-2;3.345147127E-7;4.212753372E-2
3.552291667E2;NaN;5.258140063E-3;2.624020416E-6;3.311192607E-1;NaN;4.319423281E-1;NaN;3.897988459E-2;4.709584448E-7;5.942919161E-2;3.549680660E-7;4.479262542E-2
3.555833333E2;NaN;5.268630115E-3;2.754290874E-6;3.482511801E-1;NaN;4.328040583E-1;NaN;3.905764992E-2;6.487032234E-7;8.202171572E-2;3.735003201E-7;4.722519631E-2
3.559375000E2;NaN;5.279130621E-3;2.840785669E-6;3.599034087E-1;NaN;4.336666471E-1;NaN;3.913549275E-2;8.576455793E-7;1.086564083E-1;3.783300290E-7;4.793120034E-2
3.562916667E2;NaN;5.289641580E-3;2.910945101E-6;3.695262922E-1;NaN;4.345300947E-1;NaN;3.921341308E-2;1.081586342E-6;1.373006280E-1;3.617628034E-7;4.592352751E-2
3.566458333E2;NaN;5.300162993E-3;2.973503693E-6;3.782185204E-1;NaN;4.353944010E-1;NaN;3.929141090E-2;1.298225868E-6;1.651294627E-1;3.229680568E-7;4.108032584E-2
3.570000000E2;NaN;5.310694859E-3;3.016030966E-6;3.843901306E-1;NaN;4.362595660E-1;NaN;3.936948621E-2;1.481378023E-6;1.888001477E-1;2.680120186E-7;3.415786376E-2
3.573541667E2;NaN;5.321237179E-3;3.024937609E-6;3.862905838E-1;NaN;4.371255897E-1;NaN;3.944763902E-2;1.605087473E-6;2.049728812E-1;2.073567263E-7;2.647986875E-2
3.577083333E2;NaN;5.331789952E-3;3.006453747E-6;3.846915460E-1;NaN;4.379924722E-1;NaN;3.952586932E-2;1.650111439E-6;2.111404245E-1;1.522147944E-7;1.947668233E-2
3.580625000E2;NaN;5.342353179E-3;2.991458456E-6;3.835311610E-1;NaN;4.388602134E-1;NaN;3.960417711E-2;1.611700703E-6;2.066341388E-1;1.115609909E-7;1.430309563E-2
3.584166667E2;NaN;5.352926859E-3;3.028801225E-6;3.890873984E-1;NaN;4.397288133E-1;NaN;3.968256240E-2;1.505580186E-6;1.934106051E-1;9.089770130E-8;1.167694658E-2
3.587708333E2;NaN;5.363510992E-3;3.178663244E-6;4.091464419E-1;NaN;4.405982719E-1;NaN;3.976102519E-2;1.368206782E-6;1.761108031E-1;9.267189484E-8;1.192840296E-2
3.591250000E2;NaN;5.374105579E-3;3.503922572E-6;4.519035769E-1;NaN;4.414685893E-1;NaN;3.983956546E-2;1.248940975E-6;1.610768737E-1;1.173664124E-7;1.513683607E-2
3.594791667E2;NaN;5.384710620E-3;4.050916887E-6;5.234808337E-1;NaN;4.423397654E-1;NaN;3.991818324E-2;1.195501861E-6;1.544890523E-1;1.642374393E-7;2.122362764E-2
3.598333333E2;NaN;5.395326114E-3;4.819689670E-6;6.240535523E-1;NaN;4.432118002E-1;NaN;3.999687850E-2;1.238091850E-6;1.603081671E-1;2.311878859E-7;2.993421389E-2
3.601875000E2;NaN;5.405952061E-3;5.734519439E-6;7.439680810E-1;NaN;4.440846937E-1;NaN;4.007565126E-2;1.379157911E-6;1.789251001E-1;3.139787376E-7;4.073404256E-2
3.605416667E2;NaN;5.416588462E-3;6.630020656E-6;8.618383303E-1;NaN;4.449584460E-1;NaN;4.015450151E-2;1.593488256E-6;2.071380060E-1;4.054592040E-7;5.270576089E-2
3.608958333E2;NaN;5.427235316E-3;7.277273155E-6;9.478342822E-1;NaN;4.458330570E-1;NaN;4.023342926E-2;1.838370323E-6;2.394400180E-1;4.955519789E-7;6.454356518E-2
3.612500000E2;NaN;5.437892624E-3;7.460573838E-6;9.736165430E-1;NaN;4.467085267E-1;NaN;4.031243450E-2;2.068864065E-6;2.699899931E-1;5.723050746E-7;7.468670646E-2
3.616041667E2;NaN;5.448560386E-3;7.074145726E-6;9.249981286E-1;NaN;4.475848551E-1;NaN;4.039151724E-2;2.250939676E-6;2.943274098E-1;6.239287579E-7;8.158341032E-2
3.619583333E2;NaN;5.459238600E-3;6.176241684E-6;8.091731093E-1;NaN;4.484620423E-1;NaN;4.047067747E-2;2.367177010E-6;3.101329383E-1;6.414060875E-7;8.403307136E-2
3.623125000E2;NaN;5.469927269E-3;4.963890564E-6;6.516116400E-1;NaN;4.493400881E-1;NaN;4.054991520E-2;2.413969373E-6;3.168825989E-1;6.209770944E-7;8.151587907E-2
3.626666667E2;NaN;5.480626390E-3;3.689943093E-6;4.853275551E-1;NaN;4.502189927E-1;NaN;4.062923041E-2;2.393920610E-6;3.148654621E-1;5.655842476E-7;7.438966218E-2
3.630208333E2;NaN;5.491335965E-3;2.572497322E-6;3.390143097E-1;NaN;4.510987561E-1;NaN;4.070862313E-2;2.309225231E-6;3.043192275E-1;4.845852088E-7;6.386063793E-2
3.633750000E2;NaN;5.502055994E-3;1.737080386E-6;2.293665098E-1;NaN;4.519793781E-1;NaN;4.078809333E-2;2.160145071E-6;2.852285591E-1;3.917287289E-7;5.172440611E-2
3.637291667E2;NaN;5.512786476E-3;1.206819997E-6;1.596609662E-1;NaN;4.528608589E-1;NaN;4.086764104E-2;1.948945307E-6;2.578433333E-1;3.020875715E-7;3.996585544E-2
3.640833333E2;NaN;5.523527412E-3;9.327848434E-7;1.236468560E-1;NaN;4.537431984E-1;NaN;4.094726623E-2;1.685888652E-6;2.234757918E-1;2.289366168E-7;3.034707640E-2
3.644375000E2;NaN;5.534278801E-3;8.394897702E-7;1.114965748E-1;NaN;4.546263967E-1;NaN;4.102696892E-2;1.392502877E-6;1.849448399E-1;1.813316449E-7;2.408350646E-2
3.647916667E2;NaN;5.545040643E-3;8.573094445E-7;1.140847055E-1;NaN;4.555104536E-1;NaN;4.110674910E-2;1.099032200E-6;1.462514681E-1;1.628204260E-7;2.166699605E-2
3.651458333E2;NaN;5.555812939E-3;9.319439420E-7;1.242574647E-1;NaN;4.563953693E-1;NaN;4.118660678E-2;8.365707173E-7;1.115412115E-1;1.713739192E-7;2.284953821E-2
3.655000000E2;NaN;5.566595688E-3;1.025480586E-6;1.369942079E-1;NaN;4.572811437E-1;NaN;4.126654195E-2;6.275911875E-7;8.384006364E-2;2.003950466E-7;2.677082438E-2
3.658541667E2;NaN;5.577388891E-3;1.121768136E-6;1.501478475E-1;NaN;4.581677768E-1;NaN;4.134655462E-2;4.796257238E-7;6.419755361E-2;2.406581776E-7;3.221192169E-2
3.662083333E2;NaN;5.588192548E-3;1.229135397E-6;1.648375577E-1;NaN;4.590552687E-1;NaN;4.142664478E-2;3.851631860E-7;5.165367384E-2;2.828955835E-7;3.793871464E-2
3.665625000E2;NaN;5.599006658E-3;1.369408343E-6;1.840047511E-1;NaN;4.599436193E-1;NaN;4.150681243E-2;3.272697472E-7;4.397460312E-2;3.204810860E-7;4.306242385E-2
3.669166667E2;NaN;5.609831221E-3;1.557860274E-6;2.097313641E-1;NaN;4.608328286E-1;NaN;4.158705758E-2;2.876143401E-7;3.872089745E-2;3.511831810E-7;4.727903320E-2
3.672708333E2;NaN;5.620666238E-3;1.789193584E-6;2.413405027E-1;NaN;4.617228966E-1;NaN;4.166738022E-2;2.529334643E-7;3.411765499E-2;3.769628463E-7;5.084771353E-2
3.676250000E2;NaN;5.631511708E-3;2.033290903E-6;2.747954849E-1;NaN;4.626138233E-1;NaN;4.174778036E-2;2.176144602E-7;2.941018966E-2;4.015726378E-7;5.427179533E-2
3.679791667E2;NaN;5.642367631E-3;2.241265661E-6;3.034867958E-1;NaN;4.635056088E-1;NaN;4.182825799E-2;1.824582998E-7;2.470643518E-2;4.270722804E-7;5.782928824E-2
3.683333333E2;NaN;5.653234009E-3;2.364211952E-6;3.207513221E-1;NaN;4.643982530E-1;NaN;4.190881311E-2;1.515396954E-7;2.055930629E-2;4.511840381E-7;6.121188780E-2
3.686875000E2;NaN;5.664110839E-3;2.377780503E-6;3.232128276E-1;NaN;4.652917559E-1;NaN;4.198944573E-2;1.294261812E-7;1.759296198E-2;4.671357852E-7;6.349798808E-2
3.690416667E2;NaN;5.674998123E-3;2.292995410E-6;3.122870616E-1;NaN;4.661861176E-1;NaN;4.207015584E-2;1.200750794E-7;1.635323540E-2;4.663594717E-7;6.351431339E-2
3.693958333E2;NaN;5.685895861E-3;2.145940644E-6;2.928206432E-1;NaN;4.670813380E-1;NaN;4.215094345E-2;1.269783622E-7;1.732661423E-2;4.427911737E-7;6.042030875E-2
3.697500000E2;NaN;5.696804052E-3;1.977811177E-6;2.703965787E-1;NaN;4.679774171E-1;NaN;4.223180855E-2;1.535387561E-7;2.099106063E-2;3.965417619E-7;5.421323177E-2
3.701041667E2;NaN;5.707722696E-3;1.817140679E-6;2.489066499E-1;NaN;4.688743549E-1;NaN;4.231275114E-2;2.028602869E-7;2.778721263E-2;3.350150888E-7;4.588939337E-2
3.704583333E2;NaN;5.718651794E-3;1.671295239E-6;2.293675170E-1;NaN;4.697721514E-1;NaN;4.239377123E-2;2.765815627E-7;3.795788128E-2;2.709584761E-7;3.718617238E-2
3.708125000E2;NaN;5.729591345E-3;1.531458997E-6;2.105785375E-1;NaN;4.706708067E-1;NaN;4.247486882E-2;3.727345509E-7;5.125171272E-2;2.184443638E-7;3.003651729E-2
3.711666667E2;NaN;5.740541350E-3;1.387422669E-6;1.911378600E-1;NaN;4.715703207E-1;NaN;4.255604389E-2;4.836703703E-7;6.663270077E-2;1.885532962E-7;2.597598724E-2
3.715208333E2;NaN;5.751501809E-3;1.240183578E-6;1.711797235E-1;NaN;4.724706934E-1;NaN;4.263729646E-2;5.960297863E-7;8.226863818E-2;1.862346147E-7;2.570554104E-2
3.718750000E2;NaN;5.762472720E-3;1.103723634E-6;1.526350622E-1;NaN;4.733719249E-1;NaN;4.271862653E-2;6.943174831E-7;9.601786990E-2;2.090847698E-7;2.891454517E-2
3.722291667E2;NaN;5.773454086E-3;1.000052260E-6;1.385617933E-1;NaN;4.742740151E-1;NaN;4.280003409E-2;7.673462136E-7;1.063193113E-1;2.481824239E-7;3.438680468E-2
3.725833333E2;NaN;5.784445904E-3;9.571401577E-7;1.328686081E-1;NaN;4.751769639E-1;NaN;4.288151914E-2;8.140768526E-7;1.130087975E-1;2.907153182E-7;4.035661797E-2
3.729375000E2;NaN;5.795448177E-3;1.008153271E-6;1.402163552E-1;NaN;4.760807716E-1;NaN;4.296308169E-2;8.445812162E-7;1.174663647E-1;3.237906532E-7;4.503357431E-2
3.732916667E2;NaN;5.806460902E-3;1.182336539E-6;1.647546576E-1;NaN;4.769854379E-1;NaN;4.304472173E-2;8.742676908E-7;1.218262900E-1;3.384122934E-7;4.715662563E-2
3.736458333E2;NaN;5.817484081E-3;1.485987504E-6;2.074605117E-1;NaN;4.778909630E-1;NaN;4.312643927E-2;9.137592590E-7;1.275710347E-1;3.324219743E-7;4.640983365E-2
3.740000000E2;NaN;5.828517714E-3;1.885401003E-6;2.637223507E-1;NaN;4.787973468E-1;NaN;4.320823430E-2;9.602708277E-7;1.343188423E-1;3.115216504E-7;4.357440237E-2
3.743541667E2;NaN;5.839561800E-3;2.305718178E-6;3.231257482E-1;NaN;4.797045893E-1;NaN;4.329010682E-2;9.964772640E-7;1.396473622E-1;2.879357847E-7;4.035162092E-2
3.747083333E2;NaN;5.850616339E-3;2.651662675E-6;3.723102380E-1;NaN;4.806126905E-1;NaN;4.337205684E-2;9.986715192E-7;1.402198080E-1;2.767743516E-7;3.886087235E-2
3.750625000E2;NaN;5.861681332E-3;2.844639852E-6;4.001608327E-1;NaN;4.815216505E-1;NaN;4.345408435E-2;9.498522895E-7;1.336175062E-1;2.909013090E-7;4.092163372E-2
3.754166667E2;NaN;5.872756779E-3;2.858870709E-6;4.029225869E-1;NaN;4.824314692E-1;NaN;4.353618936E-2;8.497658562E-7;1.197640229E-1;3.358882226E-7;4.733930469E-2
3.757708333E2;NaN;5.883842679E-3;2.733622172E-6;3.859976175E-1;NaN;4.833421466E-1;NaN;4.361837186E-2;7.159084308E-7;1.010889330E-1;4.069448230E-7;5.746212251E-2
3.761250000E2;NaN;5.894939032E-3;2.548905212E-6;3.605936601E-1;NaN;4.842536828E-1;NaN;4.370063185E-2;5.755087915E-7;8.141723773E-2;4.894303603E-7;6.923972072E-2
3.764791667E2;NaN;5.906045839E-3;2.379937944E-6;3.373242242E-1;NaN;4.851660776E-1;NaN;4.378296934E-2;4.536316933E-7;6.429619705E-2;5.634995164E-7;7.986848468E-2
3.768333333E2;NaN;5.917163099E-3;2.260962625E-6;3.210642921E-1;NaN;4.860793312E-1;NaN;4.386538433E-2;3.639426740E-7;5.168108296E-2;6.117365567E-7;8.686864717E-2
3.771875000E2;NaN;5.928290813E-3;2.177031632E-6;3.097271833E-1;NaN;4.869934435E-1;NaN;4.394787680E-2;3.061931263E-7;4.356222167E-2;6.269720687E-7;8.919957337E-2
3.775416667E2;NaN;5.939428980E-3;2.081957605E-6;2.967574695E-1;NaN;4.879084146E-1;NaN;4.403044677E-2;2.703767824E-7;3.853888742E-2;6.167990110E-7;8.791711860E-2
3.778958333E2;NaN;5.950577601E-3;1.929301241E-6;2.755143670E-1;NaN;4.888242443E-1;NaN;4.411309424E-2;2.439955722E-7;3.484385133E-2;6.020414807E-7;8.597469069E-2
3.782500000E2;NaN;5.961736675E-3;1.700481258E-6;2.432930613E-1;NaN;4.897409328E-1;NaN;4.419581920E-2;2.182099982E-7;3.121997272E-2;6.088283003E-7;8.710692947E-2
3.786041667E2;NaN;5.972906203E-3;1.415520934E-6;2.029023490E-1;NaN;4.906584800E-1;NaN;4.427862165E-2;1.906748004E-7;2.733153849E-2;6.569672613E-7;9.417041976E-2
3.789583333E2;NaN;5.984086184E-3;1.121659230E-6;1.610808296E-1;NaN;4.915768860E-1;NaN;4.436150160E-2;1.653260937E-7;2.374238417E-2;7.496542985E-7;1.076574178E-1
3.793125000E2;NaN;5.995276618E-3;8.704234578E-7;1.252347625E-1;NaN;4.924961506E-1;NaN;4.444445904E-2;1.503793331E-7;2.163627358E-2;8.696796911E-7;1.251277508E-1
3.796666667E2;NaN;6.006477506E-3;6.995453094E-7;1.008372023E-1;NaN;4.934162740E-1;NaN;4.452749398E-2;1.553846654E-7;2.239819883E-2;9.847665705E-7;1.419509280E-1
3.800208333E2;NaN;6.017688848E-3;6.269819149E-7;9.054611600E-2;NaN;4.943372561E-1;NaN;4.461060641E-2;1.876787108E-7;2.710377750E-2;1.060418608E-6;1.531412374E-1
3.803750000E2;NaN;6.028910643E-3;6.552604800E-7;9.480645469E-2;NaN;4.952590970E-1;NaN;4.469379633E-2;2.489651482E-7;3.602155748E-2;1.074497766E-6;1.554638604E-1
3.807291667E2;NaN;6.040142891E-3;7.794781414E-7;1.129890189E-1;NaN;4.961817965E-1;NaN;4.477706375E-2;3.331313254E-7;4.828895079E-2;1.026143610E-6;1.487443375E-1
3.810833333E2;NaN;6.051385593E-3;9.924274257E-7;1.441247836E-1;NaN;4.971053548E-1;NaN;4.486040866E-2;4.263666637E-7;6.191888852E-2;9.343475661E-7;1.356901646E-1
3.814375000E2;NaN;6.062638748E-3;1.282781222E-6;1.866376977E-1;NaN;4.980297718E-1;NaN;4.494383107E-2;5.101845584E-7;7.422908111E-2;8.273523591E-7;1.203752728E-1
3.817916667E2;NaN;6.073902357E-3;1.628103630E-6;2.373203249E-1;NaN;4.989550476E-1;NaN;4.502733097E-2;5.669920833E-7;8.264753113E-2;7.293684843E-7;1.063163072E-1
3.821458333E2;NaN;6.085176419E-3;1.990594523E-6;2.906973430E-1;NaN;4.998811820E-1;NaN;4.511090836E-2;5.866041099E-7;8.566498808E-2;6.521057327E-7;9.523054625E-2
3.825000000E2;NaN;6.096460935E-3;2.323254505E-6;3.399066545E-1;NaN;5.008081752E-1;NaN;4.519456325E-2;5.711143196E-7;8.355759443E-2;5.948764899E-7;8.703414846E-2
3.828541667E2;NaN;6.107755904E-3;2.588732603E-6;3.794494688E-1;NaN;5.017360271E-1;NaN;4.527829563E-2;5.359564047E-7;7.855904965E-2;5.512181571E-7;8.079607631E-2
3.832083333E2;NaN;6.119061327E-3;2.788596823E-6;4.095016140E-1;NaN;5.026647378E-1;NaN;4.536210551E-2;5.065332572E-7;7.438371322E-2;5.161987601E-7;7.580307904E-2
3.835625000E2;NaN;6.130377203E-3;2.986456597E-6;4.393680662E-1;NaN;5.035943071E-1;NaN;4.544599288E-2;5.119457293E-7;7.531755369E-2;4.892833371E-7;7.198345820E-2
3.839166667E2;NaN;6.141703533E-3;3.298854763E-6;4.862248241E-1;NaN;5.045247352E-1;NaN;4.552995775E-2;5.781949813E-7;8.522131870E-2;4.718580093E-7;6.954809899E-2
3.842708333E2;NaN;6.153040316E-3;3.841848695E-6;5.673030275E-1;NaN;5.054560220E-1;NaN;4.561400011E-2;7.227237676E-7;1.067203354E-1;4.628631903E-7;6.834826409E-2
3.846250000E2;NaN;6.164387552E-3;4.655918656E-6;6.887798010E-1;NaN;5.063881675E-1;NaN;4.569811996E-2;9.507156792E-7;1.406454461E-1;4.570302784E-7;6.761140979E-2
3.849791667E2;NaN;6.175745242E-3;5.653570231E-6;8.379097573E-1;NaN;5.073211718E-1;NaN;4.578231731E-2;1.252168929E-6;1.855826532E-1;4.472755259E-7;6.629023998E-2
3.853333333E2;NaN;6.187113386E-3;6.623366513E-6;9.834492348E-1;NaN;5.082550348E-1;NaN;4.586659215E-2;1.599464628E-6;2.374913514E-1;4.289474194E-7;6.369087540E-2
3.856875000E2;NaN;6.198491983E-3;7.296703665E-6;1.085420042E0;NaN;5.091897565E-1;NaN;4.595094448E-2;1.947248410E-6;2.896626406E-1;4.023126592E-7;5.984595832E-2
3.860416667E2;NaN;6.209881033E-3;7.456677421E-6;1.111254978E0;NaN;5.101253369E-1;NaN;4.603537431E-2;2.237820706E-6;3.334983210E-1;3.715870777E-7;5.537694159E-2
3.863958333E2;NaN;6.221280537E-3;7.039770893E-6;1.051050044E0;NaN;5.110617761E-1;NaN;4.611988164E-2;2.413533578E-6;3.603447628E-1;3.418860774E-7;5.104418624E-2
3.867500000E2;NaN;6.232690494E-3;6.170120108E-6;9.228991858E-1;NaN;5.119990739E-1;NaN;4.620446645E-2;2.433569990E-6;3.640026001E-1;3.168686022E-7;4.739579942E-2
3.871041667E2;NaN;6.244110905E-3;5.102330707E-6;7.645823985E-1;NaN;5.129372306E-1;NaN;4.628912877E-2;2.288767021E-6;3.429709046E-1;2.989251414E-7;4.479382359E-2
3.874583333E2;NaN;6.255541769E-3;4.109587712E-6;6.169475816E-1;NaN;5.138762459E-1;NaN;4.637386857E-2;2.007783188E-6;3.014163631E-1;2.913977503E-7;4.374578423E-2
3.878125000E2;NaN;6.266983087E-3;3.381817651E-6;5.086204208E-1;NaN;5.148161199E-1;NaN;4.645868587E-2;1.650855051E-6;2.482861814E-1;3.005079141E-7;4.519595009E-2
3.881666667E2;NaN;6.278434858E-3;2.979933801E-6;4.489966416E-1;NaN;5.157568527E-1;NaN;4.654358067E-2;1.292558901E-6;1.947541940E-1;3.346338051E-7;5.042040016E-2
3.885208333E2;NaN;6.289897083E-3;2.853467189E-6;4.307264148E-1;NaN;5.166984442E-1;NaN;4.662855296E-2;9.998604583E-7;1.509273743E-1;4.002413668E-7;6.041580911E-2
3.888750000E2;NaN;6.301369761E-3;2.899222408E-6;4.384313299E-1;NaN;5.176408944E-1;NaN;4.671360274E-2;8.136661487E-7;1.230456590E-1;4.963293612E-7;7.505679500E-2
3.892291667E2;NaN;6.312852893E-3;3.023177787E-6;4.580094521E-1;NaN;5.185842034E-1;NaN;4.679873001E-2;7.400714772E-7;1.121203434E-1;6.107536870E-7;9.252878304E-2
3.895833333E2;NaN;6.324346478E-3;3.171822680E-6;4.814039379E-1;NaN;5.195283711E-1;NaN;4.688393479E-2;7.531169601E-7;1.143044574E-1;7.211279587E-7;1.094493211E-1
3.899375000E2;NaN;6.335850516E-3;3.322686797E-6;5.052186938E-1;NaN;5.204733975E-1;NaN;4.696921705E-2;8.071496144E-7;1.227281110E-1;8.007247261E-7;1.217511986E-1
3.902916667E2;NaN;6.347365008E-3;3.455994640E-6;5.264433176E-1;NaN;5.214192826E-1;NaN;4.705457681E-2;8.543219111E-7;1.301367936E-1;8.272460278E-7;1.260123897E-1
3.906458333E2;NaN;6.358889954E-3;3.541329615E-6;5.404216564E-1;NaN;5.223660264E-1;NaN;4.714001406E-2;8.614942342E-7;1.314676101E-1;7.908118391E-7;1.206811820E-1
3.910000000E2;NaN;6.370425353E-3;3.547841986E-6;5.423976307E-1;NaN;5.233136290E-1;NaN;4.722552881E-2;8.208333330E-7;1.254898208E-1;6.975715136E-7;1.066454306E-1
3.913541667E2;NaN;6.381971205E-3;3.460714830E-6;5.300364519E-1;NaN;5.242620903E-1;NaN;4.731112105E-2;7.509460638E-7;1.150134601E-1;5.672026815E-7;8.687167581E-2
3.917083333E2;NaN;6.393527511E-3;3.289446981E-6;5.047176738E-1;NaN;5.252114103E-1;NaN;4.739679079E-2;6.891351015E-7;1.057377326E-1;4.255920581E-7;6.530089550E-2
3.920625000E2;NaN;6.405094270E-3;3.070469989E-6;4.719711654E-1;NaN;5.261615891E-1;NaN;4.748253802E-2;6.780421209E-7;1.042238912E-1;2.964151006E-7;4.556285552E-2
3.924166667E2;NaN;6.416671483E-3;2.866290445E-6;4.413824741E-1;NaN;5.271126266E-1;NaN;4.756836274E-2;7.508851059E-7;1.156294284E-1;1.954570998E-7;3.009860303E-2
3.927708333E2;NaN;6.428259149E-3;2.752235318E-6;4.245843908E-1;NaN;5.280645228E-1;NaN;4.765426496E-2;9.195415671E-7;1.418566914E-1;1.292841164E-7;1.994452198E-2
3.931250000E2;NaN;6.439857269E-3;2.789732225E-6;4.311454872E-1;NaN;5.290172777E-1;NaN;4.774024467E-2;1.168881435E-6;1.806474297E-1;9.727756934E-8;1.503398235E-2
3.934791667E2;NaN;6.451465842E-3;2.999301722E-6;4.643694523E-1;NaN;5.299708913E-1;NaN;4.782630187E-2;1.459001081E-6;2.258910892E-1;9.462242368E-8;1.464999761E-2
3.938333333E2;NaN;6.463084869E-3;3.342968492E-6;5.185101065E-1;NaN;5.309253637E-1;NaN;4.791243657E-2;1.734902908E-6;2.690915855E-1;1.143386563E-7;1.773446234E-2
3.941875000E2;NaN;6.474714349E-3;3.722398476E-6;5.784003650E-1;NaN;5.318806948E-1;NaN;4.799864877E-2;1.941207381E-6;3.016321506E-1;1.478889330E-7;2.297954220E-2
3.945416667E2;NaN;6.486354282E-3;4.002410002E-6;6.230276554E-1;NaN;5.328368846E-1;NaN;4.808493846E-2;2.037868205E-6;3.172209367E-1;1.852445266E-7;2.883574222E-2
3.948958333E2;NaN;6.498004669E-3;4.060708693E-6;6.332379554E-1;NaN;5.337939332E-1;NaN;4.817130564E-2;2.011426382E-6;3.136672994E-1;2.157588303E-7;3.364601868E-2
3.952500000E2;NaN;6.509665510E-3;3.842673562E-6;6.003123107E-1;NaN;5.347518404E-1;NaN;4.825775032E-2;1.876952749E-6;2.932223681E-1;2.304652514E-7;3.600387214E-2
3.956041667E2;NaN;6.521336804E-3;3.388784320E-6;5.303537490E-1;NaN;5.357106064E-1;NaN;4.834427249E-2;1.669862677E-6;2.613379453E-1;2.248271382E-7;3.518604442E-2
3.959583333E2;NaN;6.533018551E-3;2.820148666E-6;4.421513731E-1;NaN;5.366702311E-1;NaN;4.843087215E-2;1.432354953E-6;2.245689091E-1;2.001584796E-7;3.138144725E-2
3.963125000E2;NaN;6.544710752E-3;2.292514192E-6;3.600705266E-1;NaN;5.376307146E-1;NaN;4.851754931E-2;1.201714504E-6;1.887456034E-1;1.627138200E-7;2.555641797E-2
3.966666667E2;NaN;6.556413406E-3;1.941733173E-6;3.055209273E-1;NaN;5.385920568E-1;NaN;4.860430396E-2;1.004998965E-6;1.581310038E-1;1.210001939E-7;1.903870828E-2
3.970208333E2;NaN;6.568126514E-3;1.840944546E-6;2.901798821E-1;NaN;5.395542576E-1;NaN;4.869113611E-2;8.595645557E-7;1.354893291E-1;8.276606477E-8;1.304604583E-2
3.973750000E2;NaN;6.579850075E-3;1.981377158E-6;3.128731061E-1;NaN;5.405173173E-1;NaN;4.877804575E-2;7.754736879E-7;1.224526388E-1;5.292168749E-8;8.356699118E-3
