"Distance (cm)";"Crosscorrelation (a.u.)";"Normalized CC (a.u.)";"Crosscorrelation history 1 (a.u.)";"Normalized CC history 1 (a.u.)";"Crosscorrelation history 2 (a.u.)";"Normalized CC history 2 (a.u.)";"Crosscorrelation history 3 (a.u.)";"Normalized CC history 3 (a.u.)";"Crosscorrelation history 4 (a.u.)";"Normalized CC history 4 (a.u.)";"Crosscorrelation history 5 (a.u.)";"Normalized CC history 5 (a.u.)"
3.531041667E2;NaN;9.294500914E-3;5.539467295E-9;6.906749219E-4;NaN;6.639174557E-3;1.800146241E-7;2.244468283E-2;7.841414310E-9;9.776875516E-4;2.647747307E-9;3.301278926E-4
3.534583333E2;NaN;9.313155201E-3;7.220365161E-9;9.020603890E-4;NaN;6.652499541E-3;2.167279023E-7;2.707642224E-2;6.244996651E-9;7.802048764E-4;2.790402839E-9;3.486128214E-4
3.538125000E2;NaN;9.331828189E-3;9.266353171E-9;1.159992531E-3;NaN;6.665837882E-3;2.530881907E-7;3.168241114E-2;6.400265336E-9;8.012062407E-4;2.817940581E-9;3.527590593E-4
3.541666667E2;NaN;9.350519878E-3;1.164657728E-8;1.460877097E-3;NaN;6.679189582E-3;2.870457320E-7;3.600530232E-2;8.419567064E-9;1.056100209E-3;2.831947723E-9;3.552226093E-4
3.545208333E2;NaN;9.369230269E-3;1.427153695E-8;1.793718425E-3;NaN;6.692554641E-3;3.177016154E-7;3.993033429E-2;1.261442138E-8;1.585443819E-3;3.001370719E-9;3.772273426E-4
3.548750000E2;NaN;9.387959360E-3;1.692565340E-8;2.131553582E-3;NaN;6.705933057E-3;3.452807028E-7;4.348336231E-2;1.947208395E-8;2.452241536E-3;3.550756265E-9;4.471689841E-4
3.552291667E2;NaN;9.406707152E-3;1.925212484E-8;2.429382525E-3;NaN;6.719324832E-3;3.705123085E-7;4.675411857E-2;2.956218820E-8;3.730386335E-3;4.758817756E-9;6.005045569E-4
3.555833333E2;NaN;9.425473646E-3;2.084836518E-8;2.636057014E-3;NaN;6.732729966E-3;3.937429827E-7;4.978466859E-2;4.332678577E-8;5.478217431E-3;6.921167114E-9;8.751089574E-4
3.559375000E2;NaN;9.444258840E-3;2.144704800E-8;2.717158766E-3;NaN;6.746148458E-3;4.143017680E-7;5.248851406E-2;6.071387962E-8;7.691932717E-3;1.023234722E-8;1.296351458E-3
3.562916667E2;NaN;9.463062736E-3;2.105324796E-8;2.672578282E-3;NaN;6.759580308E-3;4.304705931E-7;5.464555210E-2;8.073319323E-8;1.024857444E-2;1.462497785E-8;1.856549557E-3
3.566458333E2;NaN;9.481885332E-3;1.992292840E-8;2.534121790E-3;NaN;6.773025517E-3;4.400471030E-7;5.597234151E-2;1.011816561E-7;1.286992727E-2;1.968759802E-8;2.504188648E-3
3.570000000E2;NaN;9.500726630E-3;1.839455889E-8;2.344368136E-3;NaN;6.786484084E-3;4.411995626E-7;5.623044306E-2;1.188244685E-7;1.514405968E-2;2.476504951E-8;3.156280795E-3
3.573541667E2;NaN;9.519586628E-3;1.670123412E-8;2.132781006E-3;NaN;6.799956009E-3;4.331508240E-7;5.531422671E-2;1.301525883E-7;1.662074589E-2;2.923715585E-8;3.733643289E-3
3.577083333E2;NaN;9.538465328E-3;1.489793873E-8;1.906269500E-3;NaN;6.813441293E-3;4.163940044E-7;5.327979965E-2;1.325155736E-7;1.695606358E-2;3.281852250E-8;4.199302308E-3
3.580625000E2;NaN;9.557362729E-3;1.293423669E-8;1.658282369E-3;NaN;6.826939935E-3;3.924507327E-7;5.031561941E-2;1.251517118E-7;1.604554502E-2;3.566371316E-8;4.572400224E-3
3.584166667E2;NaN;9.576278830E-3;1.080192742E-8;1.387642677E-3;NaN;6.840451935E-3;3.633798547E-7;4.668068710E-2;1.095971946E-7;1.407913037E-2;3.815877466E-8;4.901971855E-3
3.587708333E2;NaN;9.595213633E-3;8.635028104E-9;1.111470689E-3;NaN;6.853977294E-3;3.313030049E-7;4.264416682E-2;8.922170122E-8;1.148430607E-2;4.050940424E-8;5.214229171E-3
3.591250000E2;NaN;9.614167137E-3;6.686006599E-9;8.622993901E-4;NaN;6.867516012E-3;2.980743012E-7;3.844287084E-2;6.808113221E-8;8.780475746E-3;4.243189461E-8;5.472473935E-3
3.594791667E2;NaN;9.633139342E-3;5.200989930E-9;6.720993345E-4;NaN;6.881068087E-3;2.650935026E-7;3.425677978E-2;4.961665668E-8;6.411725919E-3;4.320393069E-8;5.583039663E-3
3.598333333E2;NaN;9.652130248E-3;4.292337981E-9;5.557720410E-4;NaN;6.894633521E-3;2.332418012E-7;3.020015490E-2;3.576832725E-8;4.631284007E-3;4.207133589E-8;5.447397740E-3
3.601875000E2;NaN;9.671139854E-3;3.899316994E-9;5.058780273E-4;NaN;6.908212314E-3;2.029087636E-7;2.632437558E-2;2.678851308E-8;3.475408686E-3;3.873870615E-8;5.025767405E-3
3.605416667E2;NaN;9.690168162E-3;3.856822104E-9;5.013494370E-4;NaN;6.921804465E-3;1.741365565E-7;2.263606207E-2;2.168060712E-8;2.818268481E-3;3.360516806E-8;4.368345655E-3
3.608958333E2;NaN;9.709215171E-3;4.007979643E-9;5.220225250E-4;NaN;6.935409974E-3;1.468558753E-7;1.912736133E-2;1.895174069E-8;2.468384676E-3;2.759889931E-8;3.594640789E-3
3.612500000E2;NaN;9.728280881E-3;4.276144382E-9;5.580435233E-4;NaN;6.949028841E-3;1.211354063E-7;1.580835980E-2;1.731911382E-8;2.260171414E-3;2.173777524E-8;2.836813634E-3
3.616041667E2;NaN;9.747365293E-3;4.668575909E-9;6.104516569E-4;NaN;6.962661067E-3;9.732606468E-8;1.272612004E-2;1.611357590E-8;2.106972083E-3;1.671344414E-8;2.185409398E-3
3.619583333E2;NaN;9.766468405E-3;5.254869230E-9;6.884605706E-4;NaN;6.976306652E-3;7.599672493E-8;9.956622386E-3;1.532615397E-8;2.007938208E-3;1.273260252E-8;1.668147086E-3
3.623125000E2;NaN;9.785590218E-3;6.146599779E-9;8.068662899E-4;NaN;6.989965594E-3;5.771608596E-8;7.576410670E-3;1.541363102E-8;2.023352702E-3;9.646917693E-9;1.266354239E-3
3.626666667E2;NaN;9.804730732E-3;7.463483211E-9;9.816503855E-4;NaN;7.003637895E-3;4.280033113E-8;5.629403908E-3;1.702116908E-8;2.238745197E-3;7.211197549E-9;9.484679813E-4
3.630208333E2;NaN;9.823889947E-3;9.267709855E-9;1.221337038E-3;NaN;7.017323555E-3;3.117907959E-8;4.108907735E-3;2.073046938E-8;2.731946777E-3;5.269780616E-9;6.944734297E-4
3.633750000E2;NaN;9.843067863E-3;1.147671370E-8;1.515401237E-3;NaN;7.031022573E-3;2.244339580E-8;2.963457192E-3;2.688206584E-8;3.549545357E-3;3.782162876E-9;4.994020458E-4
3.637291667E2;NaN;9.862264481E-3;1.381646648E-8;1.827903409E-3;NaN;7.044734949E-3;1.600945236E-8;2.118033043E-3;3.547848899E-8;4.693765305E-3;2.745051692E-9;3.631673377E-4
3.640833333E2;NaN;9.881479799E-3;1.586274159E-8;2.102712259E-3;NaN;7.058460683E-3;1.130529397E-8;1.498592163E-3;4.615060114E-8;6.117570172E-3;2.116354857E-9;2.805369600E-4
3.644375000E2;NaN;9.900713819E-3;1.717478936E-8;2.281064348E-3;NaN;7.072199776E-3;7.883889157E-9;1.047096305E-3;5.816786097E-8;7.725546505E-3;1.804906126E-9;2.397180501E-4
3.647916667E2;NaN;9.919966539E-3;1.746287228E-8;2.323836105E-3;NaN;7.085952228E-3;5.432207177E-9;7.228798887E-4;7.049344969E-8;9.380772015E-3;1.707923347E-9;2.272784154E-4
3.651458333E2;NaN;9.939237960E-3;1.670497247E-8;2.227298697E-3;NaN;7.099718037E-3;3.732346807E-9;4.976393222E-4;8.191239071E-8;1.092150025E-2;1.746772635E-9;2.328997799E-4
3.655000000E2;NaN;9.958528083E-3;1.514306776E-8;2.022966208E-3;NaN;7.113497206E-3;2.622726955E-9;3.503707496E-4;9.122817573E-8;1.218719480E-2;1.877074519E-9;2.507588543E-4
3.658541667E2;NaN;9.977836906E-3;1.315441981E-8;1.760709505E-3;NaN;7.127289732E-3;1.996715721E-9;2.672589441E-4;9.746190241E-8;1.304520461E-2;2.076539817E-9;2.779433413E-4
3.662083333E2;NaN;9.997164431E-3;1.107803036E-8;1.485658515E-3;NaN;7.141095617E-3;1.834513255E-9;2.460239004E-4;9.999543756E-8;1.341024248E-2;2.334268755E-9;3.130453826E-4
3.665625000E2;NaN;1.001651066E-2;9.108634796E-9;1.223909645E-3;NaN;7.154914860E-3;2.239297210E-9;3.008900363E-4;9.861636700E-8;1.325089055E-2;2.650750852E-9;3.561762665E-4
3.669166667E2;NaN;1.003587558E-2;7.308576110E-9;9.839378172E-4;NaN;7.168747462E-3;3.458403015E-9;4.655973287E-4;9.349404918E-8;1.258690192E-2;3.046120812E-9;4.100926661E-4
3.672708333E2;NaN;1.005525921E-2;5.684910988E-9;7.668255060E-4;NaN;7.182593422E-3;5.883718655E-9;7.936422477E-4;8.513969657E-8;1.148431190E-2;3.563944290E-9;4.807328363E-4
3.676250000E2;NaN;1.007466154E-2;4.256246732E-9;5.752238319E-4;NaN;7.196452740E-3;1.002635667E-8;1.355043461E-3;7.437253036E-8;1.005130919E-2;4.252332414E-9;5.746948191E-4
3.679791667E2;NaN;1.009408257E-2;3.078176861E-9;4.168118258E-4;NaN;7.210325417E-3;1.646721921E-8;2.229804204E-3;6.226431006E-8;8.431127234E-3;5.119412702E-9;6.932128504E-4
3.683333333E2;NaN;1.011352230E-2;2.230034838E-9;3.025475876E-4;NaN;7.224211452E-3;2.576093702E-8;3.494972013E-3;5.003775515E-8;6.788594443E-3;6.089953171E-9;8.262205634E-4
3.686875000E2;NaN;1.013298073E-2;1.787541684E-9;2.429813861E-4;NaN;7.238110846E-3;3.826947833E-8;5.201988278E-3;3.892345971E-8;5.290884275E-3;7.004174976E-9;9.520808150E-4
3.690416667E2;NaN;1.015245787E-2;1.816411420E-9;2.473802532E-4;NaN;7.252023598E-3;5.395878099E-8;7.348740904E-3;3.001039605E-8;4.087168408E-3;7.675692465E-9;1.045366003E-3
3.693958333E2;NaN;1.017195370E-2;2.391019950E-9;3.262625187E-4;NaN;7.265949708E-3;7.224348925E-8;9.857861189E-3;2.409777225E-8;3.288220104E-3;7.979029315E-9;1.088764735E-3
3.697500000E2;NaN;1.019146823E-2;3.585352657E-9;4.901717126E-4;NaN;7.279889176E-3;9.198930505E-8;1.257632359E-2;2.156250262E-8;2.947918894E-3;7.912635837E-9;1.081776503E-3
3.701041667E2;NaN;1.021100147E-2;5.406312290E-9;7.405409477E-4;NaN;7.293842003E-3;1.117569209E-7;1.530813828E-2;2.226197790E-8;3.049381044E-3;7.594344011E-9;1.040251175E-3
3.704583333E2;NaN;1.023055341E-2;7.700126877E-9;1.056760613E-3;NaN;7.307808189E-3;1.302331984E-7;1.787312298E-2;2.551480014E-8;3.501635268E-3;7.185863706E-9;9.861834563E-4
3.708125000E2;NaN;1.025012405E-2;1.011242268E-8;1.390477435E-3;NaN;7.321787733E-3;1.466568533E-7;2.016559747E-2;3.019824231E-8;4.152316001E-3;6.794560211E-9;9.342650077E-4
3.711666667E2;NaN;1.026971338E-2;1.214823070E-8;1.673597290E-3;NaN;7.335780635E-3;1.609959378E-7;2.217955617E-2;3.501347917E-8;4.823621260E-3;6.419774617E-9;8.844182885E-4
3.715208333E2;NaN;1.028932142E-2;1.332748319E-8;1.839562246E-3;NaN;7.349786895E-3;1.737584498E-7;2.398348433E-2;3.887250229E-8;5.365483235E-3;5.980438713E-9;8.254663776E-4
3.718750000E2;NaN;1.030894817E-2;1.336859119E-8;1.848756053E-3;NaN;7.363806514E-3;1.855160952E-7;2.565520922E-2;4.125249669E-8;5.704849665E-3;5.394435725E-9;7.460019952E-4
3.722291667E2;NaN;1.032859361E-2;1.230901930E-8;1.705470661E-3;NaN;7.377839492E-3;1.964321244E-7;2.721656509E-2;4.232708475E-8;5.864610287E-3;4.650767814E-9;6.443850533E-4
3.725833333E2;NaN;1.034825775E-2;1.049807124E-8;1.457324826E-3;NaN;7.391885827E-3;2.060658259E-7;2.860571594E-2;4.279175287E-8;5.940280111E-3;3.832899977E-9;5.320768132E-4
3.729375000E2;NaN;1.036794060E-2;8.466104657E-9;1.177485976E-3;NaN;7.405945521E-3;2.135488711E-7;2.970088501E-2;4.347653672E-8;6.046820154E-3;3.092407961E-9;4.300994558E-4
3.732916667E2;NaN;1.038764214E-2;6.737389867E-9;9.388328317E-4;NaN;7.420018574E-3;2.180003713E-7;3.037762545E-2;4.496389071E-8;6.265568369E-3;2.591133389E-9;3.610658051E-4
3.736458333E2;NaN;1.040736239E-2;5.668532509E-9;7.913906756E-4;NaN;7.434104985E-3;2.188877987E-7;3.055919017E-2;4.742176811E-8;6.620610368E-3;2.436729619E-9;3.401947675E-4
3.740000000E2;NaN;1.042710134E-2;5.367972208E-9;7.508504806E-4;NaN;7.448204754E-3;2.161289501E-7;3.023125303E-2;5.071842535E-8;7.094290465E-3;2.642666609E-9;3.696456346E-4
3.743541667E2;NaN;1.044685898E-2;5.702638113E-9;7.991736478E-4;NaN;7.462317882E-3;2.099255011E-7;2.941917849E-2;5.469416862E-8;7.664897788E-3;3.134336316E-9;4.392491577E-4
3.747083333E2;NaN;1.046663533E-2;6.371968535E-9;8.946647492E-4;NaN;7.476444367E-3;2.005015273E-7;2.815168463E-2;5.933753722E-8;8.331366134E-3;3.790937636E-9;5.322716599E-4
3.750625000E2;NaN;1.048643038E-2;7.019187250E-9;9.874022588E-4;NaN;7.490584212E-3;1.879712614E-7;2.644227052E-2;6.468529213E-8;9.099401581E-3;4.494302141E-9;6.322219266E-4
3.754166667E2;NaN;1.050624414E-2;7.341206973E-9;1.034652632E-3;NaN;7.504737415E-3;1.724231577E-7;2.430091872E-2;7.050147664E-8;9.936314104E-3;5.161053785E-9;7.273869139E-4
3.757708333E2;NaN;1.052607659E-2;7.169761995E-9;1.012397059E-3;NaN;7.518903976E-3;1.541286291E-7;2.176353566E-2;7.597997500E-8;1.072865505E-2;5.750502692E-9;8.119923673E-4
3.761250000E2;NaN;1.054592774E-2;6.510172494E-9;9.209942044E-4;NaN;7.533083895E-3;1.337167921E-7;1.891691666E-2;7.975877563E-8;1.128347523E-2;6.249513105E-9;8.841187166E-4
3.764791667E2;NaN;1.056579760E-2;5.530459952E-9;7.838683850E-4;NaN;7.547277173E-3;1.121962156E-7;1.590230598E-2;8.033337657E-8;1.138617668E-2;6.648452110E-9;9.423287509E-4
3.768333333E2;NaN;1.058568615E-2;4.489250989E-9;6.374887293E-4;NaN;7.561483809E-3;9.079720020E-8;1.289350761E-2;7.670011965E-8;1.089167479E-2;6.933189991E-9;9.845362820E-4
3.771875000E2;NaN;1.060559341E-2;3.627721165E-9;5.161173780E-4;NaN;7.575703804E-3;7.073104904E-8;1.006293536E-2;6.889265965E-8;9.801386945E-3;7.109565627E-9;1.011480818E-3
3.775416667E2;NaN;1.062551937E-2;3.086801118E-9;4.399855628E-4;NaN;7.589937157E-3;5.297914012E-8;7.551525313E-3;5.810537746E-8;8.282207446E-3;7.237125711E-9;1.031563326E-3
3.778958333E2;NaN;1.064546403E-2;2.894411473E-9;4.133371854E-4;NaN;7.604183868E-3;3.817923331E-8;5.452195371E-3;4.630246785E-8;6.612235999E-3;7.429607530E-9;1.060987041E-3
3.782500000E2;NaN;1.066542739E-2;3.005318526E-9;4.299801253E-4;NaN;7.618443938E-3;2.660303493E-8;3.806177679E-3;3.551897336E-8;5.081808295E-3;7.796684934E-9;1.115495591E-3
3.786041667E2;NaN;1.068540945E-2;3.343148575E-9;4.792106445E-4;NaN;7.632717366E-3;1.820897765E-8;2.610095160E-3;2.720379119E-8;3.899421761E-3;8.362425406E-9;1.198679382E-3
3.789583333E2;NaN;1.070541021E-2;3.827129040E-9;5.496117757E-4;NaN;7.647004153E-3;1.271667359E-8;1.826234098E-3;2.190654567E-8;3.145986283E-3;9.031930791E-9;1.297070328E-3
3.793125000E2;NaN;1.072542967E-2;4.382497262E-9;6.305448212E-4;NaN;7.661304298E-3;9.697818493E-9;1.395302464E-3;1.938719694E-8;2.789390591E-3;9.645284387E-9;1.387743963E-3
3.796666667E2;NaN;1.074546784E-2;4.932819951E-9;7.110501013E-4;NaN;7.675617801E-3;8.670140987E-9;1.249772886E-3;1.900338364E-8;2.739276519E-3;1.007645364E-8;1.452488324E-3
3.800208333E2;NaN;1.076552470E-2;5.389988090E-9;7.783996240E-4;NaN;7.689944662E-3;9.185618858E-9;1.326548806E-3;2.017221848E-8;2.913187751E-3;1.030191802E-8;1.487760080E-3
3.803750000E2;NaN;1.078560027E-2;5.667712074E-9;8.200337184E-4;NaN;7.704284883E-3;1.089700477E-8;1.576634667E-3;2.270897288E-8;3.285650935E-3;1.039454408E-8;1.503936072E-3
3.807291667E2;NaN;1.080569453E-2;5.712562555E-9;8.280627820E-4;NaN;7.718638461E-3;1.355695500E-8;1.965144323E-3;2.693148803E-8;3.903845724E-3;1.044995673E-8;1.514770326E-3
3.810833333E2;NaN;1.082580750E-2;5.522648578E-9;8.020239168E-4;NaN;7.733005398E-3;1.694558328E-8;2.460913977E-3;3.349060213E-8;4.863656182E-3;1.049404204E-8;1.523992082E-3
3.814375000E2;NaN;1.084593917E-2;5.134974903E-9;7.471109471E-4;NaN;7.747385693E-3;2.076524684E-8;3.021230585E-3;4.297321263E-8;6.252368939E-3;1.044387042E-8;1.519526398E-3
3.817916667E2;NaN;1.086608954E-2;4.601917013E-9;6.707978661E-4;NaN;7.761779346E-3;2.456580077E-8;3.580830922E-3;5.540252867E-8;8.075742762E-3;1.016402098E-8;1.481557265E-3
3.821458333E2;NaN;1.088625861E-2;3.983533795E-9;5.817371022E-4;NaN;7.776186358E-3;2.776788824E-8;4.055095719E-3;6.983485935E-8;1.019836427E-2;9.584545089E-9;1.399683239E-3
3.825000000E2;NaN;1.090644639E-2;3.349710215E-9;4.900835401E-4;NaN;7.790606729E-3;2.979990133E-8;4.359911814E-3;8.428984434E-8;1.233213104E-2;8.791743544E-9;1.286287029E-3
3.828541667E2;NaN;1.092665286E-2;2.776935476E-9;4.070357402E-4;NaN;7.805040457E-3;3.029266260E-8;4.440217086E-3;9.614763163E-8;1.409306149E-2;8.024179296E-9;1.176162640E-3
3.832083333E2;NaN;1.094687803E-2;2.343239063E-9;3.441014386E-4;NaN;7.819487544E-3;2.922519436E-8;4.291679658E-3;1.029274513E-7;1.511475487E-2;7.566147917E-9;1.111078431E-3
3.835625000E2;NaN;1.096712191E-2;2.129029808E-9;3.132232728E-4;NaN;7.833947990E-3;2.693302067E-8;3.962391157E-3;1.031388286E-7;1.517380420E-2;7.607463358E-9;1.119211465E-3
3.839166667E2;NaN;1.098738449E-2;2.205877220E-9;3.251286706E-4;NaN;7.848421794E-3;2.396673341E-8;3.532504938E-3;9.681373925E-8;1.426957133E-2;8.147830703E-9;1.200925120E-3
3.842708333E2;NaN;1.100766576E-2;2.605234204E-9;3.846994946E-4;NaN;7.862908956E-3;2.087592403E-8;3.082623977E-3;8.547388572E-8;1.262142213E-2;9.001161133E-9;1.329148118E-3
3.846250000E2;NaN;1.102796574E-2;3.284444745E-9;4.858889009E-4;NaN;7.877409476E-3;1.803651472E-8;2.668256887E-3;7.155699975E-8;1.058588427E-2;9.888238459E-9;1.462830307E-3
3.849791667E2;NaN;1.104828442E-2;4.123814469E-9;6.111862486E-4;NaN;7.891923355E-3;1.560495761E-8;2.312794519E-3;5.757650566E-8;8.533353953E-3;1.056637024E-8;1.566030731E-3
3.853333333E2;NaN;1.106862180E-2;4.954285328E-9;7.356210931E-4;NaN;7.906450593E-3;1.359860705E-8;2.019145350E-3;4.539667892E-8;6.740579592E-3;1.092032825E-8;1.621469753E-3
3.856875000E2;NaN;1.108897788E-2;5.594651324E-9;8.322315055E-4;NaN;7.920991189E-3;1.203581451E-8;1.790385753E-3;3.590451497E-8;5.340970654E-3;1.096101786E-8;1.630504543E-3
3.860416667E2;NaN;1.110935267E-2;5.911340432E-9;8.809562373E-4;NaN;7.935545143E-3;1.103112571E-8;1.643948460E-3;2.913729953E-8;4.342278381E-3;1.075061159E-8;1.602143955E-3
3.863958333E2;NaN;1.112974615E-2;5.895998256E-9;8.802827987E-4;NaN;7.950112455E-3;1.079231210E-8;1.611310975E-3;2.467781835E-8;3.684441220E-3;1.032702092E-8;1.541842193E-3
3.867500000E2;NaN;1.115015834E-2;5.701264886E-9;8.527699023E-4;NaN;7.964693126E-3;1.152112812E-8;1.723279219E-3;2.205139733E-8;3.298350159E-3;9.686780422E-9;1.448905630E-3
3.871041667E2;NaN;1.117058922E-2;5.579165804E-9;8.360359640E-4;NaN;7.979287155E-3;1.328911872E-8;1.991369601E-3;2.093585501E-8;3.137230250E-3;8.820171942E-9;1.321699554E-3
3.874583333E2;NaN;1.119103881E-2;5.751554152E-9;8.634460858E-4;NaN;7.993894543E-3;1.597830450E-8;2.398726347E-3;2.114755497E-8;3.174754698E-3;7.759273003E-9;1.164852790E-3
3.878125000E2;NaN;1.121150710E-2;6.303338884E-9;9.480129348E-4;NaN;8.008515289E-3;1.931918712E-8;2.905577444E-3;2.252457629E-8;3.387663279E-3;6.599222703E-9;9.925134277E-4
3.881666667E2;NaN;1.123199409E-2;7.153302161E-9;1.077812080E-3;NaN;8.023149393E-3;2.300344586E-8;3.466006505E-3;2.487456943E-8;3.747934983E-3;5.477934743E-9;8.253788396E-4
3.885208333E2;NaN;1.125249978E-2;8.105805161E-9;1.223558627E-3;NaN;8.037796856E-3;2.679538798E-8;4.044721959E-3;2.808745201E-8;4.239757007E-3;4.523928568E-9;6.828799506E-4
3.888750000E2;NaN;1.127302417E-2;8.948228086E-9;1.353184747E-3;NaN;8.052457677E-3;3.056629364E-8;4.622350025E-3;3.234258045E-8;4.890966806E-3;3.807593923E-9;5.757986910E-4
3.892291667E2;NaN;1.129356726E-2;9.540384323E-9;1.445361968E-3;NaN;8.067131857E-3;3.423494547E-8;5.186571786E-3;3.822658133E-8;5.791302002E-3;3.328598612E-9;5.042805068E-4
3.895833333E2;NaN;1.131412905E-2;9.837885496E-9;1.493146779E-3;NaN;8.081819394E-3;3.765593788E-8;5.715236509E-3;4.658112734E-8;7.069858689E-3;3.042116597E-9;4.617177747E-4
3.899375000E2;NaN;1.133470955E-2;9.840568298E-9;1.496270749E-3;NaN;8.096520291E-3;4.054657861E-8;6.165158119E-3;5.806694206E-8;8.829151351E-3;2.901569491E-9;4.411872794E-4
3.902916667E2;NaN;1.135530874E-2;9.527416363E-9;1.451288326E-3;NaN;8.111234545E-3;4.250863968E-8;6.475238428E-3;7.260825917E-8;1.106024078E-2;2.886877536E-9;4.397510834E-4
3.906458333E2;NaN;1.137592664E-2;8.855537510E-9;1.351391926E-3;NaN;8.125962158E-3;4.314355703E-8;6.583886587E-3;8.900958151E-8;1.358323305E-2;3.003775478E-9;4.583886550E-4
3.910000000E2;NaN;1.139656324E-2;7.818160234E-9;1.195248155E-3;NaN;8.140703130E-3;4.220094544E-8;6.451722740E-3;1.049832841E-7;1.604994945E-2;3.258671252E-9;4.981889197E-4
3.913541667E2;NaN;1.141721853E-2;6.498229794E-9;9.952564231E-4;NaN;8.155457460E-3;3.967819460E-8;6.077036253E-3;1.176586146E-7;1.802036795E-2;3.634997481E-9;5.567292487E-4
3.917083333E2;NaN;1.143789253E-2;5.065533460E-9;7.772322459E-4;NaN;8.170225148E-3;3.582662245E-8;5.497072806E-3;1.244101308E-7;1.908892047E-2;4.092319059E-9;6.279066871E-4
3.920625000E2;NaN;1.145858523E-2;3.724528367E-9;5.725084434E-4;NaN;8.185006194E-3;3.107638743E-8;4.776844862E-3;1.236704080E-7;1.900974990E-2;4.586208181E-9;7.049598360E-4
3.924166667E2;NaN;1.147929664E-2;2.644877091E-9;4.072868457E-4;NaN;8.199800599E-3;2.593431909E-8;3.993647589E-3;1.153992993E-7;1.777043506E-2;5.094806865E-9;7.845535902E-4
3.927708333E2;NaN;1.150002674E-2;1.902509481E-9;2.934980972E-4;NaN;8.214608363E-3;2.090972554E-8;3.225720934E-3;1.010485362E-7;1.558864931E-2;5.627993397E-9;8.682245055E-4
3.931250000E2;NaN;1.152077554E-2;1.467657807E-9;2.268225010E-4;NaN;8.229429484E-3;1.648399836E-8;2.547556873E-3;8.309151107E-8;1.284156583E-2;6.205682080E-9;9.590711968E-4
3.934791667E2;NaN;1.154154305E-2;1.248127534E-9;1.932424121E-4;NaN;8.244263964E-3;1.311720373E-8;2.030882278E-3;6.430901726E-8;9.956698555E-3;6.811216944E-9;1.054552484E-3
3.938333333E2;NaN;1.156232925E-2;1.153684876E-9;1.789419401E-4;NaN;8.259111803E-3;1.126475206E-8;1.747215927E-3;4.709696219E-8;7.304959930E-3;7.353457186E-9;1.140555730E-3
3.941875000E2;NaN;1.158313416E-2;1.136556268E-9;1.766024149E-4;NaN;8.273973000E-3;1.137377931E-8;1.767300881E-3;3.301982867E-8;5.130745964E-3;7.675924605E-9;1.192714220E-3
3.945416667E2;NaN;1.160395777E-2;1.191340692E-9;1.854478172E-4;NaN;8.288847555E-3;1.385141089E-8;2.156153929E-3;2.271012392E-8;3.535128898E-3;7.623974905E-9;1.186771772E-3
3.948958333E2;NaN;1.162480008E-2;1.333965262E-9;2.080221703E-4;NaN;8.303735468E-3;1.900778183E-8;2.964125185E-3;1.606801990E-8;2.505690715E-3;7.130460664E-9;1.111943425E-3
3.952500000E2;NaN;1.164566109E-2;1.571130250E-9;2.454459937E-4;NaN;8.318636740E-3;2.699689797E-8;4.217524580E-3;1.262384103E-8;1.972128794E-3;6.261916767E-9;9.782526835E-4
3.956041667E2;NaN;1.166654080E-2;1.880880363E-9;2.943627738E-4;NaN;8.333551371E-3;3.778068179E-8;5.912777072E-3;1.191573869E-8;1.864844762E-3;5.192730995E-9;8.126761961E-4
3.959583333E2;NaN;1.168743921E-2;2.212885345E-9;3.469428069E-4;NaN;8.348479359E-3;5.112996915E-8;8.016310041E-3;1.372193649E-8;2.151366393E-3;4.129319269E-9;6.474070702E-4
3.963125000E2;NaN;1.170835632E-2;2.503612334E-9;3.932263603E-4;NaN;8.363420706E-3;6.665861297E-8;1.046964157E-2;1.806569857E-8;2.837463612E-3;3.237773598E-9;5.085363697E-4
3.966666667E2;NaN;1.172929214E-2;2.703549937E-9;4.253885628E-4;NaN;8.378375412E-3;8.387123740E-8;1.319667325E-2;2.498488430E-8;3.931232740E-3;2.622229472E-9;4.125932394E-4
3.970208333E2;NaN;1.175024665E-2;2.812040413E-9;4.432493946E-4;NaN;8.393343476E-3;1.021814620E-7;1.610640834E-2;3.420710833E-8;5.391913995E-3;2.340718791E-9;3.689570684E-4
3.973750000E2;NaN;1.177121987E-2;2.902343401E-9;4.583000220E-4;NaN;8.408324898E-3;1.208952835E-7;1.909019830E-2;4.492061279E-8;7.093274290E-3;2.427059066E-9;3.832493504E-4
3.977291667E2;NaN;1.179221178E-2;3.108207569E-9;4.916826620E-4;NaN;8.423319679E-3;1.391709380E-7;2.201524053E-2;5.581502388E-8;8.829294348E-3;2.885505584E-9;4.564537713E-4
3.980833333E2;NaN;1.181322240E-2;3.567127309E-9;5.652838785E-4;NaN;8.438327818E-3;1.560222049E-7;2.472489190E-2;6.542727133E-8;1.036828195E-2;3.660056924E-9;5.800104661E-4
3.984375000E2;NaN;1.183425172E-2;4.348720837E-9;6.903700498E-4;NaN;8.453349315E-3;1.704005980E-7;2.705151095E-2;7.266180110E-8;1.153523832E-2;4.604517627E-9;7.309784147E-4
